protein,keywords
1014906,1000392
1014906,1000611
1014906,1008823
1014906,1014903
1014911,1000012
1014911,1000014
1014911,1000015
1014911,1000016
1014911,1000543
1014911,1000546
1014963,1001308
1015010,1000308
1015018,1000195
1015018,1001942
1015045,1000491
1015075,1000015
1015075,1000574
1015075,1002059
1015100,1000014
1015128,1000439
1015160,1000157
1015169,1000999
1015208,1000012
1015208,1000015
1015208,1000086
1015248,1000014
1015248,1000546
1015262,1000393
1015262,1000529
1015262,1000530
1015266,1003790
1015275,1002158
1015306,1000308
1015396,1001308
1015435,1000426
1015460,1000102
1015460,1000158
1015460,1015450
1015495,1000012
1015495,1000015
1015495,1000086
1015523,1000393
1015523,1000529
1015523,1000530
1015546,1001413
1015555,1000012
1015555,1000015
1015555,1000158
1015555,1000308
1015555,1000545
1015622,1000394
1015622,1000890
1015655,1000394
1015660,1000015
1015660,1000574
1015667,1001413
1015685,1000087
1015685,1000308
1015685,1000439
1015685,1000561
1015685,1002976
1015685,1011435
1015711,1000195
1015771,1000012
1015771,1000014
1015771,1000015
1015771,1000016
1015771,1000546
1015776,1000014
1015776,1000195
1015820,1000195
1015820,1000427
1015820,1000491
1015837,1000016
1015837,1000561
1015837,1002861
1015845,1000014
1015859,1000195
1015859,1001942
1015889,1000236
1015956,1000392
1015956,1000393
1015956,1007639
1015971,1000012
1015971,1000014
1015971,1000015
1015971,1000016
1015975,1000308
1016007,1000236
1016034,1000195
1016034,1005827
1016063,1000012
1016063,1000308
1016063,1001308
1016073,1000014
1016073,1000393
1016073,1000529
1016073,1000530
1016092,1000016
1016101,1001413
1016101,1002701
1016106,1000012
1016106,1000014
1016106,1000015
1016106,1000016
1016106,1000546
1016123,1000015
1016123,1000574
1016181,1000012
1016181,1000015
1016181,1000086
1016225,1000014
1016225,1000016
1016240,1000236
1016255,1000012
1016255,1000015
1016255,1000087
1016255,1000145
1016288,1000016
1016288,1002861
1016312,1000611
1016326,1000393
1016326,1000529
1016326,1000530
1016348,1003790
1016389,1000012
1016389,1000015
1016413,1000491
1016423,1000016
1016442,1000012
1016442,1000015
1016544,1000394
1016544,1000826
1016544,1016530
1016544,1016531
1016570,1000014
1016601,1000155
1016601,1000158
1016615,1000012
1016615,1000015
1016623,1000102
1016623,1000155
1016623,1000156
1016623,1000393
1016623,1000529
1016623,1000720
1016623,1000721
1016623,1005635
1016628,1002976
1016701,1000012
1016701,1000015
1016701,1000086
1016716,1001413
1016716,1002701
1016732,1000015
1016732,1000574
1016743,1000012
1016743,1000015
1016743,1000308
1016743,1001308
1016807,1000012
1016807,1000015
1016807,1000308
1016807,1001308
1016871,1005827
1016887,1000236
1016928,1000012
1016928,1000015
1016928,1001413
1016928,1001552
1016928,1001553
1016935,1000195
1016935,1000880
1016968,1000012
1016968,1000308
1016968,1001308
1017029,1000999
1017086,1000543
1017100,1000195
1017112,1000016
1017112,1000891
1017154,1000308
1017154,1000439
1017154,1000510
1017162,1000016
1017162,1000631
1017218,1000012
1017218,1000014
1017218,1000015
1017218,1000016
1017218,1000546
1017252,1000561
1017252,1000999
1017252,1001438
1017252,1001439
1017256,1000016
1017256,1000394
1017256,1002861
1017260,1000393
1017260,1000529
1017260,1000530
1017269,1000012
1017269,1000014
1017269,1000015
1017269,1000016
1017284,1000012
1017284,1000015
1017284,1000491
1017284,1000999
1017284,1005869
1017308,1000195
1017308,1001942
1017375,1000014
1017375,1000016
1017412,1000394
1017412,1017400
1017416,1000308
1017416,1000439
1017420,1000235
1017420,1001383
1017434,1000016
1017434,1000560
1017434,1000562
1017434,1000891
1017464,1001308
1017497,1001413
1017525,1001413
1017538,1000308
1017542,1000611
1017550,1000102
1017550,1000155
1017550,1000156
1017550,1000393
1017550,1000529
1017550,1000720
1017550,1000721
1017550,1005635
1017628,1002976
1017637,1004149
1017673,1000308
1017673,1001618
1017673,1017662
1017700,1000235
1017700,1000236
1017741,1000015
1017741,1000574
1017787,1000308
1017817,1000235
1017817,1000236
1017879,1000236
1017895,1000014
1017916,1000394
1017924,1000195
1017924,1000427
1017962,1000308
1018030,1000491
1018065,1000100
1018065,1000102
1018065,1000155
1018065,1000158
1018065,1000393
1018065,1000720
1018065,1004186
1018065,1018050
1018073,1000012
1018073,1000015
1018073,1000426
1018085,1001413
1018137,1000308
1018141,1000236
1018170,1000561
1018170,1000890
1018170,1000999
1018188,1000014
1018188,1000016
1018211,1000236
1018218,1000012
1018218,1000014
1018218,1000015
1018218,1000016
1018218,1000546
1018222,1000012
1018222,1000308
1018222,1001308
1018274,1000012
1018274,1000015
1018282,1002059
1018295,1002701
1018295,1005827
1018304,1000158
1018304,1001282
1018348,1000491
1018375,1000012
1018375,1000014
1018375,1000015
1018375,1000016
1018375,1000546
1018396,1000012
1018396,1000015
1018418,1002792
1018442,1000102
1018442,1000155
1018442,1000156
1018442,1000393
1018442,1000529
1018442,1000720
1018442,1000721
1018442,1005635
1018500,1000014
1018500,1000016
1018514,1000491
1018524,1005827
1018549,1000491
1018567,1000611
1018584,1000439
1018601,1000394
1018606,1000102
1018606,1000158
1018606,1000195
1018639,1000545
1018639,1001413
1018639,1010302
1018769,1002158
1018824,1000015
1018824,1000574
1018836,1000489
1018836,1000492
1018836,1018827
1018854,1000235
1018854,1000236
1018864,1000195
1018864,1001942
1018881,1000394
1018979,1000308
1018979,1000392
1018987,1000308
1018991,1000014
1018991,1000611
1018991,1004149
1018997,1000012
1018997,1000014
1018997,1000015
1018997,1000016
1018997,1000546
1019033,1001413
1019033,1002701
1019053,1001942
1019066,1000195
1019066,1005827
1019130,1002976
1019180,1000015
1019180,1000574
1019180,1002059
1019189,1001413
1019202,1000195
1019202,1001942
1019241,1000012
1019241,1000015
1019254,1000016
1019254,1000560
1019254,1000562
1019254,1000891
1019306,1000012
1019306,1000015
1019306,1000999
1019310,1001413
1019310,1001552
1019315,1000016
1019331,1000236
1019337,1000015
1019337,1000102
1019337,1000132
1019337,1000133
1019337,1000134
1019337,1000156
1019337,1000574
1019342,1001413
1019351,1000194
1019366,1000611
1019458,1000308
1019458,1000392
1019465,1000491
1019465,1003133
1019487,1000195
1019487,1001942
1019502,1000308
1019510,1000015
1019510,1000574
1019510,1002059
1019518,1000308
1019533,1000195
1019533,1001942
1019550,1000102
1019550,1000155
1019550,1000158
1019550,1000195
1019550,1000720
1019550,1000721
1019571,1000015
1019571,1000574
1019571,1002059
1019603,1000012
1019603,1000308
1019603,1001308
1019617,1000195
1019617,1001942
1019622,1000235
1019622,1000236
1019652,1000012
1019652,1000015
1019652,1000086
1019724,1000016
1019735,1000012
1019735,1000015
1019735,1000132
1019735,1003790
1019779,1001413
1019790,1000012
1019790,1000015
1019790,1000225
1019790,1000575
1019794,1000016
1019844,1000235
1019844,1000236
1019873,1000611
1019936,1000195
1019936,1001942
1020024,1000235
1020024,1000236
1020044,1000309
1020044,1000394
1020074,1000195
1020074,1001942
1020079,1000195
1020108,1000235
1020108,1000236
1020122,1000157
1020143,1000195
1020143,1001942
1020148,1001773
1020160,1000236
1020172,1000012
1020172,1000015
1020172,1000235
1020172,1000308
1020172,1001308
1020172,1001383
1020211,1000012
1020211,1000015
1020223,1000014
1020279,1000236
1020288,1000235
1020288,1001383
1020293,1000393
1020293,1000529
1020293,1000530
1020299,1000308
1020299,1000439
1020299,1002976
1020299,1011435
1020366,1000012
1020366,1000015
1020366,1000225
1020366,1000575
1020395,1000158
1020395,1000392
1020395,1000394
1020395,1000489
1020395,1000492
1020399,1000491
1020407,1000195
1020407,1001942
1020470,1000015
1020470,1000574
1020470,1000575
1020489,1000012
1020489,1000014
1020489,1000015
1020489,1000016
1020489,1000545
1020489,1000546
1020500,1000236
1020518,1000308
1020518,1002976
1020526,1000016
1020526,1000560
1020526,1000891
1020554,1000393
1020554,1000529
1020554,1000530
1020558,1001413
1020571,1000015
1020571,1000393
1020571,1000574
1020571,1000838
1020571,1001413
1020571,1020568
1020641,1000194
1020654,1000016
1020654,1000631
1020703,1000016
1020703,1002159
1020716,1001413
1020802,1000102
1020802,1000156
1020802,1000158
1020802,1005635
1020809,1000393
1020809,1000529
1020809,1000530
1020809,1005827
1020834,1000236
1020858,1000102
1020858,1000155
1020858,1000158
1020858,1000195
1020862,1000561
1020883,1000012
1020883,1000308
1020883,1001308
1020887,1000016
1020887,1000560
1020887,1000891
1020897,1001413
1020897,1002701
1020928,1001413
1020932,1001413
1020944,1000012
1020944,1000014
1020944,1000015
1020944,1000016
1020944,1000546
1020984,1001413
1021013,1000195
1021013,1001942
1021043,1000235
1021043,1000236
1021047,1000308
1021055,1000016
1021075,1000016
1021121,1000012
1021121,1000015
1021121,1001413
1021121,1001552
1021121,1001553
1021137,1000015
1021137,1000574
1021137,1002158
1021150,1000491
1021188,1000308
1021208,1000393
1021208,1000529
1021208,1000530
1021250,1000012
1021250,1000308
1021250,1001308
1021260,1000308
1021260,1000393
1021260,1021257
1021283,1000016
1021283,1002861
1021301,1000015
1021301,1000574
1021301,1000575
1021306,1001965
1021319,1003790
1021324,1000195
1021324,1001942
1021344,1000393
1021344,1000529
1021344,1000530
1021389,1001413
1021389,1001552
1021423,1003790
1021452,1000195
1021452,1001942
1021470,1000195
1021470,1001942
1021484,1000012
1021484,1000015
1021484,1003790
1021538,1000012
1021538,1000015
1021538,1001308
1021580,1000561
1021580,1000999
1021580,1001438
1021580,1001439
1021599,1000012
1021599,1000015
1021608,1000308
1021656,1000195
1021656,1001942
1021698,1000195
1021698,1001942
1021705,1000195
1021705,1000427
1021733,1000195
1021741,1000308
1021750,1001942
1021776,1000394
1021780,1000236
1021829,1000012
1021829,1000308
1021829,1001308
1021833,1000308
1021837,1000195
1021837,1000427
1021843,1000439
1021858,1000014
1021858,1000016
1021993,1000308
1021993,1000439
1021993,1000440
1021993,1002701
1022045,1000393
1022045,1000529
1022045,1000530
1022073,1000195
1022073,1001942
1022083,1000308
1022083,1002976
1022119,1000611
1022123,1000016
1022123,1002861
1022128,1000102
1022128,1000132
1022128,1000156
1022128,1000157
1022128,1000158
1022138,1000195
1022163,1000236
1022174,1000439
1022183,1001308
1022197,1000308
1022202,1000015
1022202,1000574
1022202,1000575
1022207,1000235
1022207,1000236
1022233,1000012
1022233,1000015
1022233,1000225
1022233,1000575
1022300,1000012
1022300,1000308
1022300,1001308
1022300,1007733
1022314,1000561
1022314,1000999
1022314,1001438
1022314,1001439
1022324,1000543
1022351,1000491
1022351,1003133
1022420,1000012
1022420,1000014
1022420,1000015
1022420,1000016
1022420,1000546
1022442,1002059
1022454,1000014
1022496,1000012
1022496,1000015
1022496,1000308
1022504,1000016
1022509,1000012
1022509,1000015
1022509,1000308
1022509,1001308
1022509,1002158
1022527,1000012
1022527,1000015
1022536,1000560
1022568,1000016
1022568,1000245
1022568,1005536
1022656,1000015
1022656,1000574
1022680,1000012
1022680,1000308
1022680,1001308
1022790,1000087
1022790,1000308
1022790,1000439
1022790,1000561
1022790,1002976
1022790,1011435
1022809,1000235
1022809,1000236
1022843,1000012
1022843,1000014
1022843,1000015
1022843,1000016
1022843,1000546
1022886,1000012
1022886,1000015
1022886,1000561
1022886,1000999
1022949,1002792
1022967,1000102
1022967,1000133
1022967,1000134
1022967,1000155
1022967,1000156
1022993,1000012
1022993,1000015
1023035,1000236
1023064,1000308
1023107,1000014
1023107,1000016
1023153,1000236
1023229,1000308
1023229,1000439
1023229,1000440
1023239,1000102
1023239,1000156
1023239,1002701
1023239,1023236
1023252,1000561
1023263,1000236
1023268,1000101
1023268,1000394
1023268,1000718
1023268,1000719
1023276,1000308
1023276,1002792
1023284,1000491
1023319,1000012
1023319,1000308
1023319,1001308
1023365,1002158
1023393,1000308
1023393,1003966
1023408,1000236
1023466,1000195
1023492,1000393
1023492,1000529
1023492,1000530
1023497,1000015
1023497,1000574
1023552,1000393
1023552,1000529
1023552,1000530
1023562,1000195
1023562,1001942
1023618,1000015
1023618,1000574
1023618,1000575
1023623,1000012
1023623,1000015
1023671,1005332
1023696,1000393
1023696,1000529
1023696,1000530
1023714,1000012
1023714,1000015
1023736,1000016
1023746,1000015
1023746,1000574
1023757,1001413
1023765,1000195
1023788,1000999
1023808,1000016
1023808,1002861
1023857,1000012
1023857,1000015
1023857,1001413
1023857,1001552
1023857,1001553
1023879,1001413
1023879,1023865
1023919,1000014
1023919,1000546
1023945,1002473
1023986,1000012
1023986,1000015
1024002,1000308
1024006,1002792
1024041,1001413
1024041,1001552
1024079,1001413
1024102,1000013
1024102,1000490
1024102,1000491
1024113,1000016
1024113,1000560
1024113,1000562
1024113,1000891
1024119,1000015
1024119,1000574
1024134,1000393
1024134,1000529
1024134,1000530
1024138,1000155
1024138,1000158
1024138,1004149
1024143,1000012
1024143,1000014
1024143,1000015
1024143,1000016
1024143,1000546
1024151,1000308
1024151,1000611
1024151,1007608
1024167,1000236
1024180,1000308
1024194,1001308
1024208,1000012
1024208,1000015
1024208,1003790
1024220,1000012
1024220,1000014
1024220,1000015
1024220,1000016
1024220,1000546
1024251,1000308
1024251,1000439
1024251,1000510
1024271,1000195
1024271,1001942
1024302,1000015
1024302,1000574
1024302,1002059
1024313,1000101
1024313,1000195
1024313,1000491
1024318,1003790
1024391,1000016
1024415,1000999
1024432,1000012
1024432,1000015
1024432,1000225
1024432,1000575
1024517,1000489
1024517,1000492
1024517,1018827
1024556,1000236
1024624,1000393
1024624,1000529
1024624,1000530
1024634,1000308
1024634,1000439
1024654,1000012
1024654,1000015
1024654,1001413
1024654,1001552
1024654,1001553
1024710,1000016
1024728,1000195
1024728,1001942
1024738,1000439
1024753,1000102
1024753,1000158
1024753,1000195
1024778,1000012
1024778,1000015
1024778,1000308
1024778,1001308
1024824,1000236
1024837,1000012
1024837,1000015
1024837,1001308
1024855,1000308
1024855,1000392
1024855,1001965
1024871,1000015
1024871,1000574
1024871,1002158
1024879,1001942
1024903,1000394
1024930,1000012
1024930,1000015
1024934,1000195
1024934,1001942
1024934,1002158
1024939,1000100
1024939,1000102
1024939,1000155
1024939,1000158
1024939,1000393
1024939,1000720
1024939,1004186
1024939,1018050
1024948,1003790
1025001,1000560
1025086,1000016
1025086,1000890
1025086,1000891
1025086,1000999
1025086,1007733
1025129,1000308
1025129,1004490
1025129,1004492
1025129,1007608
1025133,1002976
1025168,1000236
1025251,1001773
1025281,1000012
1025281,1000015
1025281,1000439
1025311,1000016
1025323,1000235
1025323,1000236
1025328,1000394
1025341,1000308
1025364,1000236
1025427,1000561
1025452,1000012
1025452,1000015
1025469,1000308
1025493,1001413
1025493,1002701
1025502,1002158
1025575,1000012
1025575,1000015
1025589,1000194
1025593,1000016
1025593,1001413
1025622,1000012
1025622,1000015
1025622,1001413
1025622,1001552
1025622,1001553
1025659,1000235
1025659,1000236
1025659,1000393
1025659,1000529
1025659,1000530
1025701,1000491
1025701,1003133
1025758,1000012
1025758,1000015
1025758,1000308
1025758,1001308
1025775,1000491
1025775,1003133
1025858,1000394
1025873,1000394
1025907,1000012
1025907,1000015
1025907,1000155
1025907,1000158
1025907,1000308
1025907,1000838
1025919,1000102
1025919,1000158
1025919,1000195
1025929,1000308
1025929,1000439
1025929,1000440
1025951,1000016
1025951,1000245
1026024,1000611
1026024,1026013
1026024,1026014
1026028,1000014
1026032,1000308
1026068,1000012
1026068,1000015
1026068,1001413
1026068,1001552
1026068,1001553
1026083,1000012
1026083,1000015
1026083,1000225
1026083,1000226
1026144,1000014
1026167,1000102
1026167,1000158
1026167,1000195
1026175,1000235
1026175,1001383
1026197,1000393
1026197,1000529
1026197,1000530
1026244,1000158
1026251,1000195
1026251,1000427
1026271,1000012
1026271,1000308
1026271,1001308
1026293,1000195
1026293,1001942
1026301,1000015
1026301,1000574
1026381,1000087
1026381,1000308
1026381,1000439
1026381,1000561
1026381,1002976
1026381,1011435
1026423,1000393
1026423,1000529
1026423,1000530
1026431,1000236
1026478,1000611
1026478,1000722
1026478,1026465
1026497,1000236
1026530,1000012
1026530,1000015
1026530,1000308
1026530,1001308
1026537,1000195
1026537,1000427
1026563,1000236
1026610,1000235
1026610,1001383
1026629,1000393
1026629,1000529
1026629,1000530
1026668,1000016
1026668,1002861
1026703,1000012
1026703,1000014
1026703,1000015
1026703,1000016
1026703,1000546
1026718,1002976
1026747,1000393
1026747,1000529
1026747,1000530
1026779,1001413
1026779,1001552
1026813,1000393
1026813,1000529
1026813,1000530
1026831,1000561
1026836,1000102
1026836,1000308
1026836,1001013
1026836,1001014
1026836,1006484
1026836,1006485
1026844,1002158
1026848,1000014
1026856,1000016
1026885,1000235
1026885,1000236
1026917,1000195
1026917,1001942
1026970,1000308
1026990,1001308
1027015,1001413
1027038,1000308
1027038,1000439
1027038,1000529
1027038,1004228
1027061,1000308
1027061,1000393
1027061,1000439
1027061,1004227
1027061,1009768
1027076,1000308
1027093,1005332
1027099,1001413
1027136,1000012
1027136,1000015
1027136,1001413
1027136,1002701
1027150,1000016
1027154,1000016
1027154,1001773
1027186,1000236
1027215,1000195
1027215,1001942
1027219,1001413
1027281,1000611
1027313,1027300
1027323,1000393
1027323,1000529
1027323,1000530
1027387,1000393
1027387,1000529
1027387,1000530
1027410,1001552
1027499,1000235
1027499,1000236
1027508,1000308
1027514,1000235
1027514,1000236
1027550,1000014
1027575,1000014
1027610,1000012
1027610,1000015
1027610,1000308
1027610,1001308
1027627,1000012
1027627,1000015
1027627,1000308
1027627,1001308
1027704,1000308
1027759,1000013
1027759,1000014
1027759,1000016
1027759,1000838
1027759,1004149
1027787,1000195
1027787,1001942
1027822,1000012
1027822,1000014
1027822,1000015
1027822,1000016
1027822,1000546
1027847,1000016
1027847,1000631
1027895,1000236
1027918,1000014
1027918,1000016
1027943,1000491
1027943,1003133
1027979,1000195
1028007,1000012
1028007,1000015
1028012,1000016
1028051,1002158
1028069,1000155
1028069,1000426
1028098,1000016
1028098,1000245
1028098,1005536
1028118,1000235
1028118,1000236
1028128,1000439
1028137,1000308
1028137,1000439
1028137,1000510
1028143,1000439
1028156,1000611
1028165,1000012
1028165,1000015
1028180,1000308
1028180,1000393
1028180,1000439
1028180,1004227
1028180,1009768
1028208,1000015
1028208,1000574
1028212,1000394
1028233,1000015
1028233,1000574
1028283,1000308
1028370,1001413
1028437,1000235
1028437,1001383
1028484,1000308
1028531,1000014
1028531,1000016
1028543,1000012
1028543,1000014
1028543,1000015
1028543,1000016
1028543,1000546
1028590,1000235
1028590,1000236
1028605,1000195
1028605,1001942
1028618,1000236
1028629,1000155
1028629,1000426
1028646,1000016
1028646,1000891
1028695,1000014
1028733,1000016
1028742,1000016
1028763,1000012
1028763,1000015
1028763,1001413
1028763,1001552
1028763,1001553
1028772,1000015
1028772,1000574
1028786,1000016
1028786,1002861
1028802,1000012
1028802,1000015
1028802,1001413
1028802,1001552
1028802,1001553
1028813,1000014
1028907,1000393
1028907,1000529
1028907,1000530
1028960,1000012
1028960,1000308
1028960,1001308
1028981,1000393
1028981,1000529
1028981,1000530
1029023,1000394
1029023,1000718
1029023,1000719
1029023,1000826
1029052,1000012
1029052,1000015
1029052,1000102
1029052,1001013
1029052,1001014
1029052,1006484
1029052,1006485
1029093,1000012
1029093,1000015
1029101,1000155
1029101,1000158
1029101,1000611
1029111,1000235
1029111,1001383
1029131,1000012
1029131,1000015
1029131,1000426
1029167,1000236
1029177,1000016
1029181,1000308
1029181,1000439
1029190,1000102
1029190,1000158
1029190,1000195
1029213,1002158
1029237,1000016
1029237,1002861
1029292,1000394
1029304,1002158
1029309,1005332
1029318,1000012
1029318,1000015
1029326,1000195
1029326,1001965
1029335,1000561
1029335,1000999
1029335,1001438
1029368,1000016
1029368,1000260
1029411,1000394
1029435,1000014
1029449,1000016
1029461,1001413
1029476,1000236
1029518,1000308
1029518,1000392
1029532,1000195
1029540,1000014
1029540,1000016
1029553,1000236
1029590,1001552
1029596,1000491
1029596,1003133
1029613,1000015
1029613,1000574
1029613,1002059
1029640,1000309
1029640,1000394
1029660,1000087
1029660,1000308
1029660,1000439
1029660,1002976
1029660,1011435
1029667,1000393
1029667,1000529
1029667,1000530
1029674,1000308
1029702,1000012
1029702,1000015
1029702,1000155
1029702,1000158
1029702,1000308
1029702,1000545
1029778,1000308
1029778,1000439
1029778,1000529
1029778,1004228
1029816,1000394
1029825,1003790
1029852,1000102
1029852,1000155
1029852,1000158
1029852,1000195
1029867,1000015
1029867,1000574
1029867,1000575
1029873,1000158
1029881,1000015
1029881,1000574
1029881,1002059
1029940,1000236
1029969,1000012
1029969,1000015
1029969,1001413
1029969,1001552
1029969,1001553
1029985,1000012
1029985,1000308
1029985,1001308
1030022,1000194
1030099,1001308
1030108,1000491
1030122,1000439
1030170,1000439
1030184,1002158
1030191,1000308
1030191,1000392
1030197,1000308
1030197,1000439
1030197,1000440
1030197,1002701
1030224,1000012
1030224,1000014
1030224,1000015
1030224,1000016
1030224,1000546
1030271,1000012
1030271,1000308
1030271,1001308
1030305,1000016
1030305,1000891
1030313,1000015
1030313,1000574
1030317,1000016
1030389,1002976
1030433,1000236
1030437,1002059
1030443,1000308
1030443,1000439
1030443,1002976
1030443,1011435
1030463,1000235
1030463,1000236
1030507,1000308
1030507,1000392
1030548,1002158
1030657,1017400
1030714,1000426
1030723,1000014
1030735,1000016
1030735,1000261
1030759,1000101
1030759,1000394
1030759,1000718
1030759,1000719
1030771,1000439
1030789,1000393
1030789,1000529
1030789,1000530
1030885,1000308
1030885,1003966
1030893,1000393
1030893,1000529
1030893,1000530
1030909,1000012
1030909,1000015
1030926,1000393
1030926,1000529
1030926,1000530
1030971,1000235
1030971,1000236
1030989,1000393
1030989,1000529
1030989,1000530
1031003,1000158
1031026,1000235
1031026,1000236
1031061,1004149
1031109,1000016
1031109,1002861
1031133,1003790
1031143,1000016
1031143,1000245
1031143,1005536
1031194,1000394
1031194,1000826
1031257,1000016
1031271,1003790
1031354,1000235
1031354,1000236
1031380,1000012
1031380,1000015
1031380,1000102
1031380,1000155
1031380,1000158
1031380,1000308
1031380,1000545
1031380,1001014
1031384,1000308
1031397,1000308
1031397,1000439
1031397,1000529
1031397,1004228
1031403,1000012
1031403,1000015
1031403,1000561
1031403,1000999
1031430,1000012
1031430,1000014
1031430,1000015
1031430,1000016
1031451,1000012
1031451,1000308
1031451,1001308
1031488,1000308
1031488,1000439
1031488,1031485
1031499,1000012
1031499,1000015
1031499,1000308
1031499,1001308
1031553,1000194
1031573,1000194
1031607,1000235
1031607,1001383
1031616,1000195
1031616,1000393
1031616,1000529
1031616,1000530
1031616,1005827
1031637,1000611
1031660,1002792
1031743,1000308
1031747,1000014
1031747,1000546
1031751,1000015
1031751,1000574
1031751,1002059
1031756,1000195
1031756,1001942
1031796,1000012
1031796,1000015
1031796,1000561
1031796,1000999
1031800,1000236
1031825,1000012
1031825,1000015
1031825,1000086
1031825,1003790
1031846,1000393
1031846,1000529
1031846,1000530
